PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,BALANCE_AS_OF_DATE,STOCK_MT,SELL_VALUE_USD,STATUS,DAYS_LEFT,LOSS_VALUE_USD
SINGAPORE-WAREHOUSE,MAT-0366,2020,2024-10-31,2.5,3977.5,Expired,-63.0,994.375
SINGAPORE-WAREHOUSE,MAT-0366,6924,2024-10-31,27.5,43752.5,Expired,-63.0,10938.125
SINGAPORE-WAREHOUSE,MAT-0366,8297,2024-10-31,2.5,3977.5,Expired,-63.0,994.375
SINGAPORE-WAREHOUSE,MAT-0366,2214,2024-10-31,22.5,35797.5,Expired,-63.0,8949.375
SINGAPORE-WAREHOUSE,MAT-0366,1268,2024-10-31,7.5,11932.5,Expired,-63.0,2983.125
SINGAPORE-WAREHOUSE,MAT-0366,6551,2024-10-31,37.5,59662.5,Expired,-63.0,14915.625
SINGAPORE-WAREHOUSE,MAT-0366,8714Z,2024-10-31,8.75,13921.619999999999,Expired,-63.0,3480.4049999999997
SINGAPORE-WAREHOUSE,MAT-0304,3257,2024-10-31,0.975,1551.04,Expired,-75.0,387.76
SINGAPORE-WAREHOUSE,MAT-0051,5359,2024-10-31,0.875,1275.76,Near Expiry,47.0,0.0
SINGAPORE-WAREHOUSE,MAT-0051,7708,2024-10-31,1.2,1749.36,Near Expiry,47.0,0.0
SINGAPORE-WAREHOUSE,MAT-0051,7426,2024-10-31,1.25,1822.62,Near Expiry,47.0,0.0
SINGAPORE-WAREHOUSE,MAT-0051,7671,2024-10-31,1.25,1822.62,Near Expiry,47.0,0.0
SINGAPORE-WAREHOUSE,MAT-0051,7058,2024-10-31,1.225,1785.62,Near Expiry,47.0,0.0
SINGAPORE-WAREHOUSE,MAT-0051,3575,2024-10-31,11.25,16400.62,Near Expiry,47.0,0.0
SINGAPORE-WAREHOUSE,MAT-0051,2340,2024-10-31,16.225,23652.62,Near Expiry,47.0,0.0
SINGAPORE-WAREHOUSE,MAT-0051,8022,2024-10-31,1.25,1822.62,Near Expiry,47.0,0.0
SINGAPORE-WAREHOUSE,MAT-0051,2633,2024-10-31,52.5,76534.5,Near Expiry,47.0,0.0
SINGAPORE-WAREHOUSE,MAT-0051,4478,2024-10-31,30.0,43734.0,Near Expiry,47.0,0.0
SINGAPORE-WAREHOUSE,MAT-0051,5312,2024-10-31,43.75,63779.12,Near Expiry,47.0,0.0
SINGAPORE-WAREHOUSE,MAT-0051,9819,2024-10-31,1.225,1785.62,Near Expiry,47.0,0.0
SINGAPORE-WAREHOUSE,MAT-0051,8810,2024-10-31,1.25,1822.62,Near Expiry,47.0,0.0
SINGAPORE-WAREHOUSE,MAT-0051,8601,2024-10-31,43.75,63779.12,Near Expiry,47.0,0.0
SINGAPORE-WAREHOUSE,MAT-0051,2878,2024-10-31,22.5,32800.5,Near Expiry,47.0,0.0
SINGAPORE-WAREHOUSE,MAT-0051,2316,2024-10-31,97.5,142135.5,Near Expiry,47.0,0.0
SINGAPORE-WAREHOUSE,MAT-0051,6388,2024-10-31,37.5,54667.5,Near Expiry,47.0,0.0
SINGAPORE-WAREHOUSE,MAT-0051,4213,2024-10-31,45.0,65601.0,Near Expiry,47.0,0.0
SINGAPORE-WAREHOUSE,MAT-0408,M6349A,2024-10-31,11.0,4721.2,Near Expiry,67.0,0.0
SINGAPORE-WAREHOUSE,MAT-0408,M4586A,2024-10-31,49.5,21245.4,Near Expiry,67.0,0.0
SINGAPORE-WAREHOUSE,MAT-0408,M9473B,2024-10-31,13.75,5901.5,Near Expiry,67.0,0.0
SINGAPORE-WAREHOUSE,MAT-0320,M6899C,2024-10-31,26.125,8893.32,Expired,-84.0,2223.33
SINGAPORE-WAREHOUSE,MAT-0320,M4268A,2024-10-31,1.175,400.34,Expired,-84.0,100.085
SINGAPORE-WAREHOUSE,MAT-0320,M8651B,2024-10-31,1.375,468.42,Expired,-84.0,117.105
SINGAPORE-WAREHOUSE,MAT-0320,M8987C,2024-10-31,55.0,18722.0,Expired,-84.0,4680.5
SINGAPORE-WAREHOUSE,MAT-0320,M7079B,2024-10-31,6.875,2340.62,Expired,-84.0,585.155
SINGAPORE-WAREHOUSE,MAT-0182,6373A,2024-10-31,6.25,10684.119999999999,Expired,-134.0,1068.412
SINGAPORE-WAREHOUSE,MAT-0182,9249A,2024-10-31,8.75,14957.619999999999,Expired,-134.0,1495.762
SINGAPORE-WAREHOUSE,MAT-0182,7623A,2024-10-31,6.25,10684.119999999999,Expired,-134.0,1068.412
SINGAPORE-WAREHOUSE,MAT-0321,S4507A,2024-10-31,2.75,1994.3,Expired,,498.575
SINGAPORE-WAREHOUSE,MAT-0252,R8124A,2024-10-31,23.375,17470.66,Expired,,4367.665
SINGAPORE-WAREHOUSE,MAT-0053,S6582A,2024-10-31,73.75,51846.62,Expired,,10369.324
SINGAPORE-WAREHOUSE,MAT-0359,M8981A,2024-10-31,4.1,1547.34,Expired,-79.0,309.468
SINGAPORE-WAREHOUSE,MAT-0336,M5605A,2024-10-31,49.5,19780.2,Near Expiry,33.0,0.0
SINGAPORE-WAREHOUSE,MAT-0336,M3896A,2024-10-31,24.75,9890.1,Near Expiry,33.0,0.0
SINGAPORE-WAREHOUSE,MAT-0336,M9551C,2024-10-31,24.75,9890.1,Near Expiry,33.0,0.0
SINGAPORE-WAREHOUSE,MAT-0247,2894,2024-10-31,0.05,22.94,Expired,-130.0,4.588
SINGAPORE-WAREHOUSE,MAT-0247,7962,2024-10-31,1.35,609.76,Expired,-130.0,121.952
SINGAPORE-WAREHOUSE,MAT-0247,4373,2024-10-31,0.8,361.12,Expired,-130.0,72.224
SINGAPORE-WAREHOUSE,MAT-0247,8186,2024-10-31,1.25,564.62,Expired,-130.0,112.924
SINGAPORE-WAREHOUSE,MAT-0247,4955,2024-10-31,1.35,609.76,Expired,-130.0,121.952
SINGAPORE-WAREHOUSE,MAT-0247,3194,2024-10-31,1.325,597.92,Expired,-130.0,119.584
SINGAPORE-WAREHOUSE,MAT-0247,1838,2024-10-31,1.275,575.72,Expired,-130.0,115.144
SINGAPORE-WAREHOUSE,MAT-0247,3485,2024-10-31,1.325,597.92,Expired,-130.0,119.584
SINGAPORE-WAREHOUSE,MAT-0247,9547,2024-10-31,4.075,1839.6399999999999,Expired,-130.0,367.928
SINGAPORE-WAREHOUSE,MAT-0247,7959,2024-10-31,203.475,91848.8,Expired,-130.0,18369.760000000002
SINGAPORE-WAREHOUSE,MAT-0247,8752,2024-10-31,78.275,35333.52,Expired,-130.0,7066.704
SINGAPORE-WAREHOUSE,MAT-0247,5924,2024-10-31,20.625,9309.94,Expired,-130.0,1861.9880000000003
SINGAPORE-WAREHOUSE,MAT-0247,5070,2024-10-31,28.875,13034.36,Expired,-130.0,2606.8720000000003
SINGAPORE-WAREHOUSE,MAT-0247,2270,2024-10-31,99.0,44688.6,Expired,-130.0,8937.72
SINGAPORE-WAREHOUSE,MAT-0123,1682E1698A4602,2024-10-31,1.125,849.52,Expired,,297.332
SINGAPORE-WAREHOUSE,MAT-0124,N4484A,2024-10-31,8.25,7814.4,Expired,,2344.3199999999997
SINGAPORE-WAREHOUSE,MAT-0041,N9476A,2024-10-31,1.35,1249.12,Expired,,124.91199999999999
SINGAPORE-WAREHOUSE,MAT-0062,M6433A,2024-10-31,2.725,2621.82,Expired,-138.0,786.546
SINGAPORE-WAREHOUSE,MAT-0062,M4347A,2024-10-31,24.55,23617.1,Expired,-138.0,7085.129999999999
SINGAPORE-WAREHOUSE,MAT-0062,M2929A,2024-10-31,30.25,29100.5,Expired,-138.0,8730.15
SINGAPORE-WAREHOUSE,MAT-0062,M9262A,2024-10-31,99.0,95238.0,Expired,-138.0,28571.399999999998
SINGAPORE-WAREHOUSE,MAT-0062,M7794A,2024-10-31,99.0,95238.0,Expired,-138.0,28571.399999999998
SINGAPORE-WAREHOUSE,MAT-0062,N1710A,2024-10-31,1.325,1275.02,Expired,-138.0,382.506
SINGAPORE-WAREHOUSE,MAT-0228,N8774A,2024-10-31,19.25,18518.5,Expired,-138.0,1851.8500000000001
SINGAPORE-WAREHOUSE,MAT-0267,M9906A,2024-10-31,79.7,76671.4,Expired,-268.0,11500.71
SINGAPORE-WAREHOUSE,MAT-0267,M6034A,2024-10-31,99.0,95238.0,Expired,-268.0,14285.699999999999
SINGAPORE-WAREHOUSE,MAT-0267,M3199A,2024-10-31,24.75,23809.5,Expired,-268.0,3571.4249999999997
SINGAPORE-WAREHOUSE,MAT-0395,N1095A,2024-10-31,1.275,1235.8,Expired,-138.0,308.95
SINGAPORE-WAREHOUSE,MAT-0395,N1856A,2024-10-31,39.875,38654.64,Expired,-138.0,9663.66
SINGAPORE-WAREHOUSE,MAT-0395,N2084A,2024-10-31,137.5,133292.5,Expired,-138.0,33323.125
SINGAPORE-WAREHOUSE,MAT-0395,N3060A,2024-10-31,34.375,33322.94,Expired,-138.0,8330.735
SINGAPORE-WAREHOUSE,MAT-0395,N3438A,2024-10-31,92.125,89306.16,Expired,-138.0,22326.54
SINGAPORE-WAREHOUSE,MAT-0395,N6787A,2024-10-31,1.375,1332.74,Expired,-138.0,333.185
SINGAPORE-WAREHOUSE,MAT-0415,M3274A,2024-10-31,1.225,1151.44,Expired,-78.0,172.716
SINGAPORE-WAREHOUSE,MAT-0415,M4243A,2024-10-31,1.325,1245.42,Expired,-78.0,186.81300000000002
SINGAPORE-WAREHOUSE,MAT-0415,M5392A,2024-10-31,1.375,1292.04,Expired,-78.0,193.80599999999998
SINGAPORE-WAREHOUSE,MAT-0415,M1915A,2024-10-31,8.25,7753.72,Expired,-78.0,1163.058
SINGAPORE-WAREHOUSE,MAT-0415,M5698A,2024-10-31,68.75,64611.62,Expired,-78.0,9691.743
SINGAPORE-WAREHOUSE,MAT-0415,M2765A,2024-10-31,31.625,29721.36,Expired,-78.0,4458.204
SINGAPORE-WAREHOUSE,MAT-0346,M6881A,2024-10-31,43.8,41487.36,Expired,-149.0,4148.736
SINGAPORE-WAREHOUSE,MAT-0346,M8488A,2024-10-31,76.825,72768.64,Expired,-149.0,7276.8640000000005
SINGAPORE-WAREHOUSE,MAT-0346,M7010A,2024-10-31,210.275,199172.48,Expired,-149.0,19917.248000000003
SINGAPORE-WAREHOUSE,MAT-0156,M3553A,2024-10-31,1.375,1272.06,Near Expiry,40.0,0.0
SINGAPORE-WAREHOUSE,MAT-0156,M5672A,2024-10-31,33.0,30525.0,Near Expiry,40.0,0.0
SINGAPORE-WAREHOUSE,MAT-0156,M3744A,2024-10-31,49.5,45787.5,Near Expiry,40.0,0.0
SINGAPORE-WAREHOUSE,MAT-0005,L1883A,2024-10-31,3.0,3085.8,Expired,,617.1600000000001
SINGAPORE-WAREHOUSE,MAT-0351,5454A,2024-10-31,20.6,9908.6,Expired,,495.43000000000006
SINGAPORE-WAREHOUSE,MAT-0351,4842B,2024-10-31,0.0,12565.94,Expired,,628.297
SINGAPORE-WAREHOUSE,MAT-0385,M7277B,2024-10-31,3.425,1470.3799999999999,Expired,,73.51899999999999
SINGAPORE-WAREHOUSE,MAT-0385,M4299A,2024-10-31,4.125,1770.82,Expired,,88.541
SINGAPORE-WAREHOUSE,MAT-0385,M7910B,2024-10-31,4.125,1770.82,Expired,,88.541
SINGAPORE-WAREHOUSE,MAT-0371,4236,2024-10-31,43.5,69208.5,Expired,-115.0,20762.55
SINGAPORE-WAREHOUSE,MAT-0371,6330,2024-10-31,48.75,77561.62,Expired,-115.0,23268.485999999997
SINGAPORE-WAREHOUSE,MAT-0371,2610,2024-10-31,45.75,72788.62,Expired,-115.0,21836.586
SINGAPORE-WAREHOUSE,MAT-0371,3088,2024-10-31,6.75,10739.619999999999,Expired,-115.0,3221.8859999999995
SINGAPORE-WAREHOUSE,MAT-0371,9438,2024-10-31,71.25,113359.12,Expired,-115.0,34007.736
SINGAPORE-WAREHOUSE,MAT-0371,8449,2024-10-31,79.5,126484.5,Expired,-115.0,37945.35
SINGAPORE-WAREHOUSE,MAT-0371,9751,2024-10-31,55.5,88300.5,Expired,-115.0,26490.149999999998
SINGAPORE-WAREHOUSE,MAT-0371,3504,2024-10-31,15.75,25058.62,Expired,-115.0,7517.585999999999
SINGAPORE-WAREHOUSE,MAT-0371,9760,2024-10-31,56.25,89494.12,Expired,-115.0,26848.235999999997
SINGAPORE-WAREHOUSE,MAT-0150,P8706C,2024-10-31,0.0,545221.64,Expired,,190827.574
SINGAPORE-WAREHOUSE,MAT-0268,P1495A,2024-10-31,1.175,1252.08,Expired,,626.04
SINGAPORE-WAREHOUSE,MAT-0268,P4957A,2024-10-31,1.35,1438.56,Expired,,719.28
SINGAPORE-WAREHOUSE,MAT-0268,P3990A,2024-10-31,901.4,960531.84,Expired,,480265.92
SINGAPORE-WAREHOUSE,MAT-0268,P5752A,2024-10-31,716.875,763902.0,Expired,,381951.0
SINGAPORE-WAREHOUSE,MAT-0268,P4225A,2024-10-31,458.975,489083.76,Expired,,244541.88
SINGAPORE-WAREHOUSE,MAT-0263,M8172A,2024-10-31,0.95,379.62,Expired,-62.0,113.886
SINGAPORE-WAREHOUSE,MAT-0263,M9358C,2024-10-31,12.375,4945.42,Expired,-62.0,1483.626
SINGAPORE-WAREHOUSE,MAT-0276,3538A7992,2024-10-31,4.125,1617.6399999999999,Expired,,80.882
SINGAPORE-WAREHOUSE,MAT-0386,5242A4828,2024-10-31,4.075,1688.68,Expired,,168.86800000000002
SINGAPORE-WAREHOUSE,MAT-0056,1816A,2024-10-31,1.35,737.78,Expired,-243.0,36.889
SINGAPORE-WAREHOUSE,MAT-0056,2230A,2024-10-31,2.675,1462.24,Expired,-243.0,73.11200000000001
SINGAPORE-WAREHOUSE,MAT-0056,4923A,2024-10-31,0.9,492.09999999999997,Expired,-243.0,24.605
SINGAPORE-WAREHOUSE,MAT-0056,4824A,2024-10-31,1.325,724.46,Expired,-243.0,36.223000000000006
SINGAPORE-WAREHOUSE,MAT-0056,3736A,2024-10-31,12.35,6750.28,Expired,-243.0,337.514
SINGAPORE-WAREHOUSE,MAT-0056,1633A,2024-10-31,8.25,4509.56,Expired,-243.0,225.47800000000004
SINGAPORE-WAREHOUSE,MAT-0056,1226A,2024-10-31,8.225,4495.5,Expired,-243.0,224.775
SINGAPORE-WAREHOUSE,MAT-0056,8246A,2024-10-31,4.125,2254.78,Expired,-243.0,112.73900000000002
SINGAPORE-WAREHOUSE,MAT-0056,7885A,2024-10-31,45.325,24773.72,Expired,-243.0,1238.6860000000001
SINGAPORE-WAREHOUSE,MAT-0056,6829A,2024-10-31,26.075,14252.4,Expired,-243.0,712.62
SINGAPORE-WAREHOUSE,MAT-0056,1075A,2024-10-31,49.5,27055.88,Expired,-243.0,1352.794
SINGAPORE-WAREHOUSE,MAT-0056,6207A,2024-10-31,49.5,27055.88,Expired,-243.0,1352.794
SINGAPORE-WAREHOUSE,MAT-0056,9017A,2024-10-31,1.375,751.84,Expired,-243.0,37.592000000000006
SINGAPORE-WAREHOUSE,MAT-0056,6427A,2024-10-31,109.95,60096.88,Expired,-243.0,3004.844
SINGAPORE-WAREHOUSE,MAT-0056,6527A,2024-10-31,35.725,19527.12,Expired,-243.0,976.356
SINGAPORE-WAREHOUSE,MAT-0056,9185A,2024-10-31,49.475,27042.56,Expired,-243.0,1352.1280000000002
SINGAPORE-WAREHOUSE,MAT-0056,1990A,2024-10-31,108.55,59331.72,Expired,-243.0,2966.5860000000002
SINGAPORE-WAREHOUSE,MAT-0056,9142A,2024-10-31,98.975,54098.44,Expired,-243.0,2704.9220000000005
SINGAPORE-WAREHOUSE,MAT-0056,7059A,2024-10-31,24.75,13527.94,Expired,-243.0,676.397
SINGAPORE-WAREHOUSE,MAT-0056,3002A,2024-10-31,42.625,23298.16,Expired,-243.0,1164.9080000000001
SINGAPORE-WAREHOUSE,MAT-0056,3948A,2024-10-31,81.075,44314.159999999996,Expired,-243.0,2215.708
SINGAPORE-WAREHOUSE,MAT-0077,6706A,2024-10-31,35.75,11905.119999999999,Expired,-154.0,2976.2799999999997
SINGAPORE-WAREHOUSE,MAT-0077,3543A,2024-10-31,29.25,9740.619999999999,Expired,-154.0,2435.1549999999997
SINGAPORE-WAREHOUSE,MAT-0110,3214A,2024-10-31,1.075,859.14,Expired,-5.0,214.785
SINGAPORE-WAREHOUSE,MAT-0110,4768A,2024-10-31,1.175,939.06,Expired,-5.0,234.765
SINGAPORE-WAREHOUSE,MAT-0110,3733A,2024-10-31,33.7,26933.04,Expired,-5.0,6733.26
SINGAPORE-WAREHOUSE,MAT-0318,R1334A,2024-10-31,2.75,2035.0,Expired,,407.0
SINGAPORE-WAREHOUSE,MAT-0416,E1612A,2024-10-31,3.15,2424.24,Expired,,242.42399999999998
SINGAPORE-WAREHOUSE,MAT-0416,E9649A,2024-10-31,15.125,11640.2,Expired,,1164.0200000000002
SINGAPORE-WAREHOUSE,MAT-0014,M6923B,2024-10-31,25.35,10888.36,Expired,,2177.672
SINGAPORE-WAREHOUSE,MAT-0014,M6614A,2024-10-31,17.125,7784.0599999999995,Expired,,1556.812
SINGAPORE-WAREHOUSE,MAT-0151,R5222A,2024-10-31,1.35,1049.32,Expired,,104.932
SINGAPORE-WAREHOUSE,MAT-0151,R7713A,2024-10-31,1.175,913.16,Expired,,91.316
SINGAPORE-WAREHOUSE,MAT-0151,R6876A,2024-10-31,1.25,971.62,Expired,,97.162
SINGAPORE-WAREHOUSE,MAT-0151,R2688A,2024-10-31,4.125,3204.94,Expired,,320.494
SINGAPORE-WAREHOUSE,MAT-0428,R7762A,2024-10-31,361.225,275325.88,Expired,,68831.47
SINGAPORE-WAREHOUSE,MAT-0428,R3367A,2024-10-31,299.725,228450.58,Expired,,57112.645
SINGAPORE-WAREHOUSE,MAT-0015,R7302A,2024-10-31,1.275,1000.48,Expired,,200.096
SINGAPORE-WAREHOUSE,MAT-0015,R6289A,2024-10-31,1.25,980.5,Expired,,196.10000000000002
SINGAPORE-WAREHOUSE,MAT-0015,R3510A,2024-10-31,2.45,1921.78,Expired,,384.356
SINGAPORE-WAREHOUSE,MAT-0015,R5404A,2024-10-31,1.375,1078.92,Expired,,215.78400000000002
SINGAPORE-WAREHOUSE,MAT-0327,M3692A,2024-10-31,0.65,303.4,Expired,-32.0,45.51
SINGAPORE-WAREHOUSE,MAT-0327,M6135C,2024-10-31,1.05,489.88,Expired,-32.0,73.482
SINGAPORE-WAREHOUSE,MAT-0327,M8974C,2024-10-31,15.125,7051.46,Expired,-32.0,1057.719
SINGAPORE-WAREHOUSE,MAT-0327,M4079A,2024-10-31,28.875,13461.34,Expired,-32.0,2019.201
SINGAPORE-WAREHOUSE,MAT-0327,M1300A,2024-10-31,9.625,4487.36,Expired,-32.0,673.1039999999999
SINGAPORE-WAREHOUSE,MAT-0327,M4621B,2024-10-31,20.625,9615.56,Expired,-32.0,1442.3339999999998
SINGAPORE-WAREHOUSE,MAT-0327,M4605A,2024-10-31,82.5,38461.5,Expired,-32.0,5769.224999999999
SINGAPORE-WAREHOUSE,MAT-0327,M3512B,2024-10-31,11.0,5128.2,Expired,-32.0,769.2299999999999
SINGAPORE-WAREHOUSE,MAT-0356,M4088B,2024-10-31,2.0,902.8,Expired,-72.0,135.42
SINGAPORE-WAREHOUSE,MAT-0356,M4345B,2024-10-31,6.875,3103.56,Expired,-72.0,465.534
SINGAPORE-WAREHOUSE,MAT-0356,M2414A,2024-10-31,23.375,10551.66,Expired,-72.0,1582.749
SINGAPORE-WAREHOUSE,MAT-0356,M4048B,2024-10-31,33.0,14896.2,Expired,-72.0,2234.43
SINGAPORE-WAREHOUSE,MAT-0356,M1850A,2024-10-31,55.0,24827.0,Expired,-72.0,3724.0499999999997
SINGAPORE-WAREHOUSE,MAT-0356,M9883A,2024-10-31,63.25,28551.42,Expired,-72.0,4282.713
SINGAPORE-WAREHOUSE,MAT-0356,M4494B,2024-10-31,17.875,8068.96,Expired,-72.0,1210.344
SINGAPORE-WAREHOUSE,MAT-0213,6053A,2024-10-31,48.1,10678.2,Expired,,3203.46
SINGAPORE-WAREHOUSE,MAT-0213,2634A,2024-10-31,74.1,16450.2,Expired,,4935.06
SINGAPORE-WAREHOUSE,MAT-0381,R7141A,2024-10-31,1.175,922.04,Expired,,230.51
SINGAPORE-WAREHOUSE,MAT-0381,R5427A,2024-10-31,17.875,14021.52,Expired,,3505.38
SINGAPORE-WAREHOUSE,MAT-0381,S4549A,2024-10-31,1.2,941.28,Expired,,235.32
SINGAPORE-WAREHOUSE,MAT-0227,5583A4914,2024-10-31,57.75,27778.12,Healthy,127.0,0.0
SINGAPORE-WAREHOUSE,MAT-0227,1714A1853,2024-10-31,90.75,43651.12,Healthy,127.0,0.0
SINGAPORE-WAREHOUSE,MAT-0227,6366A7820,2024-10-31,86.625,41666.44,Healthy,127.0,0.0
SINGAPORE-WAREHOUSE,MAT-0227,3729A5873,2024-10-31,61.875,29762.06,Healthy,127.0,0.0
SINGAPORE-WAREHOUSE,MAT-0227,9493A4711,2024-10-31,82.5,39682.5,Healthy,127.0,0.0
SINGAPORE-WAREHOUSE,MAT-0227,2612A3098,2024-10-31,77.0,37037.0,Healthy,127.0,0.0
SINGAPORE-WAREHOUSE,MAT-0227,5021A2559,2024-10-31,13.75,6614.12,Healthy,127.0,0.0
SINGAPORE-WAREHOUSE,MAT-0227,4276A7463,2024-10-31,24.75,11905.119999999999,Healthy,127.0,0.0
SINGAPORE-WAREHOUSE,MAT-0234,5435A2431,2024-10-31,1.35,699.3,Expired,-155.0,69.92999999999999
SINGAPORE-WAREHOUSE,MAT-0234,2666A1630,2024-10-31,1.275,660.8199999999999,Expired,-155.0,66.082
SINGAPORE-WAREHOUSE,MAT-0234,5190A7725,2024-10-31,61.875,32051.62,Expired,-155.0,3205.1620000000003
SINGAPORE-WAREHOUSE,MAT-0234,3397A1700,2024-10-31,8.25,4273.5,Expired,-155.0,427.35
SINGAPORE-WAREHOUSE,MAT-0234,3668A4079,2024-10-31,4.125,2137.12,Expired,-155.0,213.712
SINGAPORE-WAREHOUSE,MAT-0234,9774A1536,2024-10-31,8.25,4273.5,Expired,-155.0,427.35
SINGAPORE-WAREHOUSE,MAT-0234,7375A5480,2024-10-31,13.75,7122.5,Expired,-155.0,712.25
SINGAPORE-WAREHOUSE,MAT-0234,7700A5624,2024-10-31,5.5,2849.0,Expired,-155.0,284.90000000000003
SINGAPORE-WAREHOUSE,MAT-0234,1722A2971,2024-10-31,86.625,44872.12,Expired,-155.0,4487.212
SINGAPORE-WAREHOUSE,MAT-0234,1336A2622,2024-10-31,30.25,15669.5,Expired,-155.0,1566.95
SINGAPORE-WAREHOUSE,MAT-0234,4283A9689,2024-10-31,2.725,1411.92,Expired,-155.0,141.192
SINGAPORE-WAREHOUSE,MAT-0234,5469A4023,2024-10-31,12.375,6410.62,Expired,-155.0,641.062
SINGAPORE-WAREHOUSE,MAT-0234,8494A6871,2024-10-31,66.0,34188.0,Expired,-155.0,3418.8
SINGAPORE-WAREHOUSE,MAT-0234,7519A1570,2024-10-31,74.25,38461.5,Expired,-155.0,3846.15
SINGAPORE-WAREHOUSE,MAT-0234,8542A2330,2024-10-31,77.0,39886.0,Expired,-155.0,3988.6000000000004
SINGAPORE-WAREHOUSE,MAT-0234,2234A5369,2024-10-31,5.5,2849.0,Expired,-155.0,284.90000000000003
SINGAPORE-WAREHOUSE,MAT-0234,5954A9367,2024-10-31,24.75,12820.5,Expired,-155.0,1282.0500000000002
SINGAPORE-WAREHOUSE,MAT-0234,7159A2820,2024-10-31,20.625,10684.119999999999,Expired,-155.0,1068.412
SINGAPORE-WAREHOUSE,MAT-0234,2090A7079,2024-10-31,22.0,11396.0,Expired,-155.0,1139.6000000000001
SINGAPORE-WAREHOUSE,MAT-0234,9054A8785,2024-10-31,16.5,8547.0,Expired,-155.0,854.7
SINGAPORE-WAREHOUSE,MAT-0234,1005A4235,2024-10-31,82.5,42735.0,Expired,-155.0,4273.5
SINGAPORE-WAREHOUSE,MAT-0234,1358A3215,2024-10-31,74.25,38461.5,Expired,-155.0,3846.15
SINGAPORE-WAREHOUSE,MAT-0234,9696A6121,2024-10-31,67.375,34900.62,Expired,-155.0,3490.0620000000004
SINGAPORE-WAREHOUSE,MAT-0234,3414A7463,2024-10-31,24.75,12820.5,Expired,-155.0,1282.0500000000002
SINGAPORE-WAREHOUSE,MAT-0234,2578A4442,2024-10-31,85.25,44159.5,Expired,-155.0,4415.95
SINGAPORE-WAREHOUSE,MAT-0234,6683A7558,2024-10-31,60.475,31326.42,Expired,-155.0,3132.642
SINGAPORE-WAREHOUSE,MAT-0234,9506A5672,2024-10-31,53.625,27778.12,Expired,-155.0,2777.812
SINGAPORE-WAREHOUSE,MAT-0234,9247A4752,2024-10-31,38.5,19943.0,Expired,-155.0,1994.3000000000002
SINGAPORE-WAREHOUSE,MAT-0234,3626A9996,2024-10-31,6.875,3561.62,Expired,-155.0,356.16200000000003
SINGAPORE-WAREHOUSE,MAT-0234,3258A7743,2024-10-31,49.5,25641.0,Expired,-155.0,2564.1000000000004
SINGAPORE-WAREHOUSE,MAT-0234,2655A6333,2024-10-31,13.75,7122.5,Expired,-155.0,712.25
SINGAPORE-WAREHOUSE,MAT-0234,3311A9595,2024-10-31,8.25,4273.5,Expired,-155.0,427.35
SINGAPORE-WAREHOUSE,MAT-0234,8851A7123,2024-10-31,85.25,44159.5,Expired,-155.0,4415.95
SINGAPORE-WAREHOUSE,MAT-0234,4571A1867,2024-10-31,66.0,34188.0,Expired,-155.0,3418.8
SINGAPORE-WAREHOUSE,MAT-0234,9122A9125,2024-10-31,81.125,42023.12,Expired,-155.0,4202.312000000001
SINGAPORE-WAREHOUSE,MAT-0234,2543A8469,2024-10-31,67.375,34900.62,Expired,-155.0,3490.0620000000004
SINGAPORE-WAREHOUSE,MAT-0234,2124A4078,2024-10-31,78.375,40598.62,Expired,-155.0,4059.8620000000005
SINGAPORE-WAREHOUSE,MAT-0234,7749A9824,2024-10-31,70.125,36325.12,Expired,-155.0,3632.5120000000006
SINGAPORE-WAREHOUSE,MAT-0234,9604A7055,2024-10-31,79.75,41310.5,Expired,-155.0,4131.05
SINGAPORE-WAREHOUSE,MAT-0234,8787A9700,2024-10-31,82.5,42735.0,Expired,-155.0,4273.5
SINGAPORE-WAREHOUSE,MAT-0234,5284A6269,2024-10-31,8.25,4273.5,Expired,-155.0,427.35
SINGAPORE-WAREHOUSE,MAT-0234,4861A3870,2024-10-31,59.125,30627.12,Expired,-155.0,3062.712
SINGAPORE-WAREHOUSE,MAT-0234,2180A8593,2024-10-31,61.875,32051.62,Expired,-155.0,3205.1620000000003
SINGAPORE-WAREHOUSE,MAT-0234,5327A1294,2024-10-31,83.875,43447.62,Expired,-155.0,4344.762000000001
SINGAPORE-WAREHOUSE,MAT-0234,7530A6614,2024-10-31,82.5,42735.0,Expired,-155.0,4273.5
SINGAPORE-WAREHOUSE,MAT-0234,7873A4590,2024-10-31,66.0,34188.0,Expired,-155.0,3418.8
SINGAPORE-WAREHOUSE,MAT-0234,9483A1413,2024-10-31,82.5,42735.0,Expired,-155.0,4273.5
SINGAPORE-WAREHOUSE,MAT-0234,4453A5727,2024-10-31,64.625,33476.12,Expired,-155.0,3347.6120000000005
SINGAPORE-WAREHOUSE,MAT-0292,5376A6092,2024-10-31,63.15,32711.7,Expired,,1635.585
SINGAPORE-WAREHOUSE,MAT-0335,5695A8491,2024-10-31,6.875,3714.06,Expired,-49.0,185.703
SINGAPORE-WAREHOUSE,MAT-0335,9923A1964,2024-10-31,4.125,2228.14,Expired,-49.0,111.407
SINGAPORE-WAREHOUSE,MAT-0335,6471A4279,2024-10-31,1.35,729.64,Expired,-49.0,36.482
SINGAPORE-WAREHOUSE,MAT-0335,1727A7556,2024-10-31,56.375,30453.96,Expired,-49.0,1522.698
